"","X.1","X","SpeciesName","OriginalSource","Site","Date","Tag","HeightOfMeasurement","Diameter","Height","CrownArea","sp.code"
"737",737,737,"Astronium graveolens","MullerLandauBCI2014","BCI50ha",20150312,5221,4.45,0.842,38.81000137,267.989587892326,"ast2gr"
"738",738,738,"Astronium graveolens","WrightBCI2007","BCI50ha",NA,5221,NA,0.828,37.4590805559713,145.007273287948,"ast2gr"
"741",741,741,"Astronium graveolens","MullerLandauBCI2014","BCI50ha",20150312,4901,3.6,0.483,37.49300003,148.912233624307,"ast2gr"
"747",747,747,"Astronium graveolens","WrightBCI2007","BCI50ha",NA,7902,NA,0.752,36.3922795005979,74.8019710491475,"ast2gr"
"750",750,750,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000421,3216,1.31,0.0114411537879709,2.35,1.05653392995569,"beilpe"
"752",752,752,"Beilschmiedia tovarensis","SpiroBCI1993","BCI50ha",NA,431418,NA,0.012,2.7,0.492716142256129,"beilpe"
"753",753,753,"Beilschmiedia tovarensis","MullerLandauBCI2014","BCI50ha",20150402,1776,3.6,0.464,30.26600075,29.6364178316466,"beilpe"
"754",754,754,"Beilschmiedia tovarensis","SpiroBCI1993","BCI50ha",NA,296466,NA,0.018,2.82,1.72761387770782,"beilpe"
"756",756,756,"Beilschmiedia tovarensis","WrightBCI2007","BCI50ha",NA,3644,NA,0.845,38.3548087078193,109.760752423051,"beilpe"
"757",757,757,"Beilschmiedia tovarensis","SpiroBCI1993","BCI50ha",NA,422212,NA,0.013,2.7,1.17506581456108,"beilpe"
"758",758,758,"Beilschmiedia tovarensis","SpiroBCI1993","BCI50ha",NA,6473,NA,0.366,22.83,98.4897496953593,"beilpe"
"760",760,760,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000223,2008,0.42,0.00533586918880139,0.84,0.246356124964963,"beilpe"
"761",761,761,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000405,432021,1.31,0.0155516044188373,4,0.527688144517203,"beilpe"
"769",769,769,"Beilschmiedia tovarensis","MullerLandauBCI2014","BCI50ha",20150406,1747,3.5,0.664,36.68600082,40.6117765601507,"beilpe"
"770",770,770,"Beilschmiedia tovarensis","WrightBCI2007","BCI50ha",NA,6426,NA,0.75,29.5636107248458,149.953803754197,"beilpe"
"775",775,775,"Beilschmiedia tovarensis","MullerLandauBCI2014","BCI50ha",20151001,1055,3.3,0.405,36.53900146,79.2984674486612,"beilpe"
"777",777,777,"Beilschmiedia tovarensis","MullerLandauBCI2014","BCI50ha",20151015,3439,2,0.519,28.11300087,82.5048773286865,"beilpe"
"781",781,781,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000223,2003,1.3,0.0086488149477255,2.1,0.401323979287378,"beilpe"
"788",788,788,"Beilschmiedia tovarensis","SpiroBCI1993","BCI50ha",NA,288221,NA,0.022,3.73,3.16994054871215,"beilpe"
"789",789,789,"Beilschmiedia tovarensis","SpiroBCI1993","BCI50ha",NA,205346,NA,0.022,4.18,0.995744310044378,"beilpe"
"790",790,790,"Beilschmiedia tovarensis","MullerLandauBCI2014","BCI50ha",20151018,7067,5.5,0.526,30.40699959,66.3219853497924,"beilpe"
"791",791,791,"Beilschmiedia tovarensis","SpiroBCI1993","BCI50ha",NA,205695,NA,0.117,10.78,17.0837894859832,"beilpe"
"792",792,792,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000409,437133,1.3,0.0213266148274873,4.05,0.654720005013195,"beilpe"
"794",794,794,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000226,267236,1.3,0.0303083107414452,6,4.55164404150518,"beilpe"
"800",800,800,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000408,80442,1.3,0.0267735671885537,5.05,1.41684482789043,"beilpe"
"801",801,801,"Beilschmiedia tovarensis","SpiroBCI1993","BCI50ha",NA,216099,NA,0.027,2.97,1.3780117782725,"beilpe"
"803",803,803,"Beilschmiedia tovarensis","WrightBCI2007","BCI50ha",NA,4487,NA,0.706,32.2275927078245,52.9694701994478,"beilpe"
"805",805,805,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000228,3140,1.27,0.0175723077596541,2.9,1.823486936073,"beilpe"
"806",806,806,"Beilschmiedia tovarensis","MullerLandauBCI2014","BCI50ha",20150409,1016,4,0.38,32.71699905,122.856303804331,"beilpe"
"808",808,808,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000225,268223,1.29,0.0138665208325665,2.6,1.31279612950615,"beilpe"
"809",809,809,"Beilschmiedia tovarensis","SpiroBCI1993","BCI50ha",NA,7001,NA,0.762,40.35,97.862191636164,"beilpe"
"812",812,812,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000409,3228,1.3,0.0257149761812062,4.1,2.65938264807183,"beilpe"
"814",814,814,"Beilschmiedia tovarensis","MullerLandauBCI2014","BCI50ha",20150407,1739,4.45,0.716,38.23899841,112.23706024197,"beilpe"
"815",815,815,"Beilschmiedia tovarensis","SpiroBCI1993","BCI50ha",NA,220783,NA,0.062,11.64,5.21268665088753,"beilpe"
"820",820,820,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000421,2047,0.92,0.00685642764127209,1.23,0.1686879308958,"beilpe"
"822",822,822,"Beilschmiedia tovarensis","SpiroBCI1993","BCI50ha",NA,3550,NA,0.35,21.88,181.534111501382,"beilpe"
"824",824,824,"Beilschmiedia tovarensis","MullerLandauBCI2014","BCI50ha",20150820,4744,3.4,0.451,27.85300064,49.420208338296,"beilpe"
"825",825,825,"Beilschmiedia tovarensis","MullerLandauBCI2014","BCI50ha",20150427,7153,6.3,0.845,36.18899918,158.474967561371,"beilpe"
"826",826,826,"Beilschmiedia tovarensis","MullerLandauBCI2014","BCI50ha",20150830,6108,4,0.865,26.81599998,402.924961579791,"beilpe"
"832",832,832,"Beilschmiedia tovarensis","MullerLandauBCI2014","BCI50ha",20150611,1265,3.3,0.512,36.36500168,24.8706421206317,"beilpe"
"833",833,833,"Beilschmiedia tovarensis","SpiroBCI1993","BCI50ha",NA,156114,NA,0.031,5.02,1.84012188020631,"beilpe"
"840",840,840,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000308,517065,1.3,0.0158655917002802,2.8,0.975480254810248,"beilpe"
"841",841,841,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000312,130195,1.29,0.0185912640775177,3.8,1.1012828302755,"beilpe"
"844",844,844,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000221,244427,1.3,0.0124470478427618,3.05,0.744835364233463,"beilpe"
"846",846,846,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000312,291056,1.27,0.0131981362320594,2.15,0.766002165807873,"beilpe"
"847",847,847,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",NA,65823,NA,0.0304797637786122,1.4,1.84401959061153,"beilpe"
"850",850,850,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000405,532047,1.3,0.0139979427059836,2.65,1.74601066830109,"beilpe"
"852",852,852,"Beilschmiedia tovarensis","MullerLandauBCI2014","BCI50ha",20150408,43196,1.3,0.389,30.97400093,58.5639977158775,"beilpe"
"857",857,857,"Beilschmiedia tovarensis","WrightBCI2007","BCI50ha",NA,7153,NA,0.824,37.2579542567623,194.998866554198,"beilpe"
"859",859,859,"Beilschmiedia tovarensis","SpiroBCI1993","BCI50ha",NA,150999,NA,0.065,8.89,3.00551418196675,"beilpe"
"861",861,861,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000315,428044,1.31,0.0120407973157927,2.4,0.686572904367613,"beilpe"
"864",864,864,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000409,301063,1.3,0.0172108919001893,2.85,1.83333326127546,"beilpe"
"868",868,868,"Beilschmiedia tovarensis","MullerLandauBCI2014","BCI50ha",20151001,620,3.2,0.655,33.43399811,196.976659828835,"beilpe"
"869",869,869,"Beilschmiedia tovarensis","SpiroBCI1993","BCI50ha",NA,112615,NA,0.039,5.2,4.90442911460602,"beilpe"
"872",872,872,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000417,2029,0.9,0.00617645529409871,1.27,0.32058642901145,"beilpe"
"880",880,880,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000223,252715,1.31,0.0189155306560509,3.85,0.842397001172435,"beilpe"
"885",885,885,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000409,55447,1.28,0.01638547832686,2.9,2.20445863119379,"beilpe"
"886",886,886,"Beilschmiedia tovarensis","WrightBCI2007","BCI50ha",NA,3986,NA,0.78,33.4936059282958,124.959011893317,"beilpe"
"887",887,887,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000223,2002,1.3,0.00559843728195646,1.55,0.661408363804146,"beilpe"
"889",889,889,"Beilschmiedia tovarensis","SpiroBCI1993","BCI50ha",NA,205151,NA,0.018,2.67,0.867690662700261,"beilpe"
"891",891,891,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000225,3141,1.44,0.0138839115525849,2.9,0.964959787301236,"beilpe"
"892",892,892,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000315,527039,1.3,0.0140519820665983,2.9,0.386851571049953,"beilpe"
"894",894,894,"Beilschmiedia tovarensis","MullerLandauBCI2014","BCI50ha",20150407,1745,3.25,0.483,35.60200119,47.1789203177017,"beilpe"
"895",895,895,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000223,257563,1.3,0.0193490826655943,4,1.45734071425042,"beilpe"
"898",898,898,"Beilschmiedia tovarensis","SpiroBCI1993","BCI50ha",NA,210411,NA,0.056,7.73,4.51242683764217,"beilpe"
"904",904,904,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000419,305326,1.21,0.0239227715785609,3.7,0.980858768920803,"beilpe"
"907",907,907,"Beilschmiedia tovarensis","SpiroBCI1993","BCI50ha",NA,423156,NA,0.011,2.3,0.559054176405829,"beilpe"
"911",911,911,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000302,510058,1.28,0.013215097426807,1.7,1.58319809778753,"beilpe"
"912",912,912,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000315,429152,1.3,0.0173210507764396,3.5,1.01327883576652,"beilpe"
"913",913,913,"Beilschmiedia tovarensis","MullerLandauBCI2014","BCI50ha",20150427,7826,4.2,0.705,30.22699928,121.504497040804,"beilpe"
"914",914,914,"Beilschmiedia tovarensis","MullerLandauBCI1996","BCI50ha",20000409,75878,1.3,0.0242236578575574,3.55,3.70399326819604,"beilpe"
"915",915,915,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000422,447185,1.3,0.0146169559074385,2.95,1.65029129840166,"brosal"
"916",916,916,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000301,225390,1.3,0.0232944542756425,3.75,1.94021189857561,"brosal"
"917",917,917,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000405,431034,1.3,0.0152011216691401,3.25,2.58822239091692,"brosal"
"919",919,919,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150610,6193,2.4,0.643,32.75999832,152.343627039692,"brosal"
"920",920,920,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000303,506128,1.3,0.0165631880989138,2.4,1.75002807564697,"brosal"
"923",923,923,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150312,4903,5,0.73,34.2859993,132.913641771534,"brosal"
"926",926,926,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150618,7621,6.2,0.766,38.04499817,170.871470795701,"brosal"
"927",927,927,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000302,411065,1.3,0.0218381340778007,4.25,1.22681531776838,"brosal"
"928",928,928,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150518,8,5.2,1.29,43.47700119,255.692598696235,"brosal"
"932",932,932,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000304,412175,1.2,0.015465332198178,2.45,5.19156142152934,"brosal"
"934",934,934,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150611,2173,4.2,0.589,33.48300171,84.5021050381784,"brosal"
"935",935,935,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150611,704585,6.15,1.086,43.13499832,418.330839973434,"brosal"
"937",937,937,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000301,507040,1.3,0.0156581416521885,3,0.993845230598657,"brosal"
"939",939,939,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150427,13136,3.8,0.78,32.87200165,154.175662253788,"brosal"
"940",940,940,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150610,6704,6.1,1.131,36.61999893,1102.85460874901,"brosal"
"941",941,941,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150519,3184,4,0.952,36.27899933,134.498864311047,"brosal"
"944",944,944,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150624,4274,3.33,1.064,41.0929985,468.712948626613,"brosal"
"948",948,948,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000309,417195,1.27,0.0282526600517544,4.9,2.02550069638243,"brosal"
"951",951,951,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20151001,327,4.15,0.385,22.22299957,73.6552426223671,"brosal"
"953",953,953,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000302,278973,1.27,0.0167302928844656,3.25,1.52687080224664,"brosal"
"955",955,955,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150406,1730,6.5,1.09,43.5870018,193.14592975485,"brosal"
"957",957,957,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000226,405129,1.25,0.0174294320045147,3.15,1.42356178368355,"brosal"
"960",960,960,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000423,159803,1.32,0.0154054373517924,3.2,1.07659328820331,"brosal"
"962",962,962,"Brosimum alicastrum","BohlmanBCI1997","BCI50ha",NA,8296,NA,0.522,27.9,212.704063947906,"brosal"
"963",963,963,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000221,253710,1.32,0.0162941277765949,1.75,1.59423758536346,"brosal"
"965",965,965,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150518,50,4.1,0.81,23.44000053,165.488973748922,"brosal"
"968",968,968,"Brosimum alicastrum","BohlmanBCI1997","BCI50ha",NA,7621,NA,0.669,34.9,199.013821589114,"brosal"
"969",969,969,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000405,91181,1.3,0.0165067016693221,3.35,2.07272999641963,"brosal"
"970",970,970,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150330,4156,6,1.037,38.71300125,552.754393557945,"brosal"
"971",971,971,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150312,4673,3.7,0.765,38.55500031,218.335530342104,"brosal"
"972",972,972,"Brosimum alicastrum","WrightBCI2007","BCI50ha",NA,6704,NA,1.114,31.9735689570318,353.142263347019,"brosal"
"973",973,973,"Brosimum alicastrum","BohlmanBCI1997","BCI50ha",NA,7758,NA,0.895,34.9,410.364168024005,"brosal"
"974",974,974,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000303,271121,1.3,0.0168040887881491,2.6,2.43519313937817,"brosal"
"975",975,975,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000221,403689,1.3,0.0246231902888314,4,3.30554794053576,"brosal"
"978",978,978,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150617,3681,6.1,0.879,41.65599823,332.629558912493,"brosal"
"980",980,980,"Brosimum alicastrum","BohlmanBCI1997","BCI50ha",NA,5047,NA,1.294,38.4,118.785389034051,"brosal"
"983",983,983,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000313,525186,1.32,0.0274554074819515,4.15,1.57895780637594,"brosal"
"984",984,984,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000405,102274,1.15,0.014325746053871,1.2,2.4598509462924,"brosal"
"985",985,985,"Brosimum alicastrum","BohlmanBCI1997","BCI50ha",NA,263695,NA,0.172,16.72,74.5799840986623,"brosal"
"986",986,986,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000308,414019,1.3,0.0128287957345964,2.85,0.920049296905521,"brosal"
"989",989,989,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000309,420116,1.34,0.0105960322762815,1.85,1.23815121710372,"brosal"
"990",990,990,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000313,289230,1.29,0.0232752056918945,4.3,3.1891444677302,"brosal"
"991",991,991,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150923,7272,4.7,0.615,31.92300034,265.232729571656,"brosal"
"999",999,999,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000225,242312,1.3,0.0258350188697434,4.35,2.33559536242653,"brosal"
"1000",1000,1000,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20151001,1050,3,0.396,32.31000137,69.8381938768736,"brosal"
"1006",1006,1006,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150522,5047,5.2,1.25,37.35800171,418.726627143847,"brosal"
"1009",1009,1009,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000405,85999,1.3,0.0194743292567421,3.6,3.7021846038428,"brosal"
"1010",1010,1010,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000306,514198,1.29,0.0176131854018516,3.25,0.760265876200016,"brosal"
"1011",1011,1011,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000304,418987,1.31,0.0198444349881774,4.2,0.81622624204237,"brosal"
"1012",1012,1012,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150522,4524,8,0.956,40.35900116,150.071902241719,"brosal"
"1013",1013,1013,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150529,6171,4,0.624,25.11599922,261.935379045158,"brosal"
"1015",1015,1015,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000226,236229,1.3,0.026428427876058,4.85,3.79712262867799,"brosal"
"1021",1021,1021,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000417,302193,1.25,0.0178799356822109,2.9,3.84245064022008,"brosal"
"1023",1023,1023,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000228,3184,1.3,0.0222023242026595,3.5,2.03201299213041,"brosal"
"1025",1025,1025,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000313,136299,1.34,0.0200037696447445,2.95,2.8080516739704,"brosal"
"1026",1026,1026,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000309,161463,1.3,0.013286150684077,2.7,1.13955203789099,"brosal"
"1027",1027,1027,"Brosimum alicastrum","WrightBCI2007","BCI50ha",NA,8,NA,1.29,41.1064450259323,130.098328403463,"brosal"
"1029",1029,1029,"Brosimum alicastrum","WrightBCI2007","BCI50ha",NA,6155,NA,1.092,32.3674597135526,275.411004253273,"brosal"
"1031",1031,1031,"Brosimum alicastrum","WrightBCI2007","BCI50ha",NA,1730,NA,1.083,42.3340981150829,209.449073581864,"brosal"
"1033",1033,1033,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000224,221893,1.3,0.01905,3.35,0.862041055273502,"brosal"
"1036",1036,1036,"Brosimum alicastrum","WrightBCI2007","BCI50ha",NA,2620,NA,1.149,38.9026055491257,200.327579825955,"brosal"
"1040",1040,1040,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000302,512076,1.3,0.0168406650700024,3.4,0.890243832015164,"brosal"
"1041",1041,1041,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000409,75670,1.26,0.0200336317226807,3.3,2.80926029536262,"brosal"
"1042",1042,1042,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000315,116767,1.29,0.0119267011365256,2.5,2.29385279362177,"brosal"
"1043",1043,1043,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000422,46260,1.3,0.02096798273559,3.3,4.42452868185733,"brosal"
"1044",1044,1044,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150603,226,7.25,0.907,39.51399994,192.986770576693,"brosal"
"1046",1046,1046,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000312,526067,1.3,0.0104911295864649,1.7,2.74379536294075,"brosal"
"1048",1048,1048,"Brosimum alicastrum","BohlmanBCI1997","BCI50ha",NA,8383,NA,0.322,24.45,65.7010207270152,"brosal"
"1053",1053,1053,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150529,7086,5.1,1.1,38.34899902,363.69276083441,"brosal"
"1057",1057,1057,"Brosimum alicastrum","WrightBCI2007","BCI50ha",NA,5047,NA,1.216,37.7352655658413,153.057345393183,"brosal"
"1058",1058,1058,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20151013,800,2.8,0.477,25.10899925,241.988567756619,"brosal"
"1059",1059,1059,"Brosimum alicastrum","MullerLandauBCI1996","BCI50ha",20000313,130843,1.33,0.0216739844052726,3.4,1.34310885263998,"brosal"
"1063",1063,1063,"Brosimum alicastrum","MullerLandauBCI2014","BCI50ha",20150417,4428,3.9,0.719,32.23099899,342.912069916421,"brosal"
"1065",1065,1065,"Brosimum guianense","WrightBCI2007","BCI50ha",NA,25091,NA,0.014,3.84,1.09423992585575,"brosgu"
"1089",1089,1089,"Brosimum guianense","WrightBCI2007","BCI50ha",NA,31126,NA,0.041,8.8,4.49594028883009,"brosgu"
"1096",1096,1096,"Brosimum guianense","WrightBCI2007","BCI50ha",NA,171217,NA,0.052,9.31,2.22602972959285,"brosgu"
"1102",1102,1102,"Calophyllum longifolium","OBrienBCI1993","BCI50ha",NA,283056,NA,0.019,3.26,0.914821524512325,"calolo"
"1103",1103,1103,"Calophyllum longifolium","BohlmanBCI1997","BCI50ha",NA,7433,NA,0.684,32.9,208.353856723806,"calolo"
"1108",1108,1108,"Calophyllum longifolium","WrightBCI2007","BCI50ha",NA,7433,NA,0.724,34.0705531783672,307.53868438775,"calolo"
"1109",1109,1109,"Calophyllum longifolium","BohlmanBCI1997","BCI50ha",NA,3537,NA,0.486,31.04,187.408927919397,"calolo"
"1114",1114,1114,"Calophyllum longifolium","WrightBCI2007","BCI50ha",NA,5350,NA,1.2,29.9247332999242,600.047291596387,"calolo"
"1116",1116,1116,"Calophyllum longifolium","WrightBCI2007","BCI50ha",NA,3994,NA,0.956,38.6134980636881,630.859094307212,"calolo"
"1121",1121,1121,"Calophyllum longifolium","MullerLandauBCI2014","BCI50ha",20150618,7369,1.3,0.563,32.29000092,80.6847543593952,"calolo"
"1124",1124,1124,"Calophyllum longifolium","MullerLandauBCI2014","BCI50ha",20150918,3994,3,0.863,36.81800079,141.886154104127,"calolo"
"1125",1125,1125,"Calophyllum longifolium","MullerLandauBCI2014","BCI50ha",20150529,6163,1.3,0.728,33.46099854,164.961805826901,"calolo"
"1128",1128,1128,"Calophyllum longifolium","MullerLandauBCI2014","BCI50ha",20150603,191,1.3,0.777,33.19300079,160.092462690806,"calolo"
